ID_Asiento,Fecha_Transaccion,ID_Cuenta,Concepto,Debito,Credito
3587,2022-05-18,1002,Pago compra #88,0.0,2442.67
3588,2022-05-18,2001,Pago compra #500,12519.58,0.0
3588,2022-05-18,1002,Pago compra #500,0.0,12519.58
3589,2022-05-18,5005,Seguros,12622.52,0.0
3589,2022-05-18,1002,Seguros,0.0,12622.52
1171,2022-05-19,1004,Venta #743 - Cliente #82,45528.45,0.0
1171,2022-05-19,4001,Venta #743 - Cliente #82 (incluye IVA),0.0,45528.45
1172,2022-05-19,5001,Costo de Venta #743,6437.48,0.0
1172,2022-05-19,1005,Costo de Venta #743 - Ajuste de inventario,0.0,6437.48
2390,2022-05-19,1005,Compra #86 - Producto #29,13494.93,0.0
2390,2022-05-19,1006,IVA por Compra #86,2570.46,0.0
2390,2022-05-19,2001,Compra #86 - Producto #29,0.0,16065.39
2391,2022-05-19,1005,Compra #347 - Producto #36,1604.08,0.0
2391,2022-05-19,1006,IVA por Compra #347,305.54,0.0
2391,2022-05-19,2001,Compra #347 - Producto #36,0.0,1909.62
3590,2022-05-19,2001,Pago compra #347,1909.62,0.0
3590,2022-05-19,1002,Pago compra #347,0.0,1909.62
2392,2022-05-20,1005,Compra #341 - Producto #28,10841.39,0.0
2392,2022-05-20,1006,IVA por Compra #341,2065.03,0.0
2392,2022-05-20,2001,Compra #341 - Producto #28,0.0,12906.42
3591,2022-05-20,2001,Pago compra #341,12906.42,0.0
3591,2022-05-20,1002,Pago compra #341,0.0,12906.42
1173,2022-05-22,1004,Venta #9 - Cliente #14,332.1,0.0
1173,2022-05-22,4001,Venta #9 - Cliente #14 (incluye IVA),0.0,332.1
1174,2022-05-22,5001,Costo de Venta #9,57.68,0.0
1174,2022-05-22,1005,Costo de Venta #9 - Ajuste de inventario,0.0,57.68
1175,2022-05-22,1004,Venta #225 - Cliente #59,2618.34,0.0
1175,2022-05-22,4001,Venta #225 - Cliente #59 (incluye IVA),0.0,2618.34
1176,2022-05-22,5001,Costo de Venta #225,400.43,0.0
1176,2022-05-22,1005,Costo de Venta #225 - Ajuste de inventario,0.0,400.43
1177,2022-05-22,1004,Venta #675 - Cliente #76,114582.96,0.0
1177,2022-05-22,4001,Venta #675 - Cliente #76 (incluye IVA),0.0,114582.96
1178,2022-05-22,5001,Costo de Venta #675,17817.84,0.0
1178,2022-05-22,1005,Costo de Venta #675 - Ajuste de inventario,0.0,17817.84
3592,2022-05-22,1002,Cobro venta #228,3945.92,0.0
3592,2022-05-22,1004,Cobro venta #228,0.0,3945.92
3593,2022-05-22,1002,Cobro venta #103,17812.5,0.0
3593,2022-05-22,1004,Cobro venta #103,0.0,17812.5
3594,2022-05-22,2001,Pago compra #260,10368.82,0.0
3594,2022-05-22,1002,Pago compra #260,0.0,10368.82
3595,2022-05-22,1002,Cobro venta #635,11756.86,0.0
3595,2022-05-22,1004,Cobro venta #635,0.0,11756.86
1179,2022-05-23,1004,Venta #770 - Cliente #84,415.06,0.0
1179,2022-05-23,4001,Venta #770 - Cliente #84 (incluye IVA),0.0,415.06
1180,2022-05-23,5001,Costo de Venta #770,58.04,0.0
1180,2022-05-23,1005,Costo de Venta #770 - Ajuste de inventario,0.0,58.04
2393,2022-05-23,1005,Compra #394 - Producto #24,17631.41,0.0
2393,2022-05-23,1006,IVA por Compra #394,3358.36,0.0
2393,2022-05-23,2001,Compra #394 - Producto #24,0.0,20989.77
1181,2022-05-24,1004,Venta #870 - Cliente #54,6475.56,0.0
1181,2022-05-24,4001,Venta #870 - Cliente #54 (incluye IVA),0.0,6475.56
1182,2022-05-24,5001,Costo de Venta #870,1070.88,0.0
1182,2022-05-24,1005,Costo de Venta #870 - Ajuste de inventario,0.0,1070.88
2394,2022-05-24,1005,Compra #80 - Producto #48,7756.89,0.0
2394,2022-05-24,1006,IVA por Compra #80,1477.5,0.0
2394,2022-05-24,2001,Compra #80 - Producto #48,0.0,9234.39
3596,2022-05-24,1002,Cobro venta #870,6475.56,0.0
3596,2022-05-24,1004,Cobro venta #870,0.0,6475.56
1183,2022-05-25,1004,Venta #983 - Cliente #40,2331.48,0.0
1183,2022-05-25,4001,Venta #983 - Cliente #40 (incluye IVA),0.0,2331.48
1184,2022-05-25,5001,Costo de Venta #983,337.22,0.0
1184,2022-05-25,1005,Costo de Venta #983 - Ajuste de inventario,0.0,337.22
3597,2022-05-25,1002,Cobro venta #23,415.12,0.0
3597,2022-05-25,1004,Cobro venta #23,0.0,415.12
2395,2022-05-26,1005,Compra #219 - Producto #22,10243.03,0.0
2395,2022-05-26,1006,IVA por Compra #219,1951.05,0.0
2395,2022-05-26,2001,Compra #219 - Producto #22,0.0,12194.08
3598,2022-05-26,1002,Cobro venta #802,30964.64,0.0
3598,2022-05-26,1004,Cobro venta #802,0.0,30964.64
3599,2022-05-26,1002,Cobro venta #739,734.1,0.0
3599,2022-05-26,1004,Cobro venta #739,0.0,734.1
3600,2022-05-27,1002,Cobro venta #675,114582.96,0.0
3600,2022-05-27,1004,Cobro venta #675,0.0,114582.96
1185,2022-05-28,1004,Venta #178 - Cliente #79,13366.23,0.0
1185,2022-05-28,4001,Venta #178 - Cliente #79 (incluye IVA),0.0,13366.23
1186,2022-05-28,5001,Costo de Venta #178,2144.75,0.0
1186,2022-05-28,1005,Costo de Venta #178 - Ajuste de inventario,0.0,2144.75
3601,2022-05-28,2001,Pago compra #86,16065.39,0.0
3601,2022-05-28,1002,Pago compra #86,0.0,16065.39
3602,2022-05-28,2001,Pago compra #213,34201.19,0.0
3602,2022-05-28,1002,Pago compra #213,0.0,34201.19
1187,2022-05-30,1004,Venta #608 - Cliente #38,1044.8,0.0
1187,2022-05-30,4001,Venta #608 - Cliente #38 (incluye IVA),0.0,1044.8
1188,2022-05-30,5001,Costo de Venta #608,185.34,0.0
1188,2022-05-30,1005,Costo de Venta #608 - Ajuste de inventario,0.0,185.34
1189,2022-05-30,1004,Venta #642 - Cliente #97,35643.28,0.0
1189,2022-05-30,4001,Venta #642 - Cliente #97 (incluye IVA),0.0,35643.28
1190,2022-05-30,5001,Costo de Venta #642,5719.34,0.0
1190,2022-05-30,1005,Costo de Venta #642 - Ajuste de inventario,0.0,5719.34
1191,2022-05-30,1004,Venta #845 - Cliente #45,15936.27,0.0
1191,2022-05-30,4001,Venta #845 - Cliente #45 (incluye IVA),0.0,15936.27
1192,2022-05-30,5001,Costo de Venta #845,2310.61,0.0
1192,2022-05-30,1005,Costo de Venta #845 - Ajuste de inventario,0.0,2310.61
3603,2022-05-30,2001,Pago compra #343,20953.51,0.0
3603,2022-05-30,1002,Pago compra #343,0.0,20953.51
3604,2022-05-30,1002,Cobro venta #705,935.82,0.0
3604,2022-05-30,1004,Cobro venta #705,0.0,935.82
3605,2022-05-30,1002,Cobro venta #570,2407.56,0.0
3605,2022-05-30,1004,Cobro venta #570,0.0,2407.56
3606,2022-05-31,1002,Cobro venta #178,13366.23,0.0
3606,2022-05-31,1004,Cobro venta #178,0.0,13366.23
3607,2022-05-31,1002,Cobro venta #743,45528.45,0.0
3607,2022-05-31,1004,Cobro venta #743,0.0,45528.45
3608,2022-05-31,1002,Cobro venta #9,332.1,0.0
3608,2022-05-31,1004,Cobro venta #9,0.0,332.1
1193,2022-06-01,1004,Venta #634 - Cliente #19,12140.92,0.0
1193,2022-06-01,4001,Venta #634 - Cliente #19 (incluye IVA),0.0,12140.92
1194,2022-06-01,5001,Costo de Venta #634,1716.66,0.0
1194,2022-06-01,1005,Costo de Venta #634 - Ajuste de inventario,0.0,1716.66
2059,2022-06-01,5005,Gastos administrativos del mes,23509.93,0.0
2059,2022-06-01,1002,Pago de gastos administrativos del mes,0.0,23509.93
2060,2022-06-01,5006,Gastos de venta del mes,35264.89,0.0
2060,2022-06-01,1002,Pago de gastos de venta del mes,0.0,35264.89
2396,2022-06-01,1005,Compra #491 - Producto #1,6908.38,0.0
2396,2022-06-01,1006,IVA por Compra #491,1315.88,0.0
2396,2022-06-01,2001,Compra #491 - Producto #1,0.0,8224.26
1195,2022-06-02,1004,Venta #707 - Cliente #24,4093.47,0.0
1195,2022-06-02,4001,Venta #707 - Cliente #24 (incluye IVA),0.0,4093.47
1196,2022-06-02,5001,Costo de Venta #707,542.7,0.0
1196,2022-06-02,1005,Costo de Venta #707 - Ajuste de inventario,0.0,542.7
3609,2022-06-02,2001,Pago compra #491,8224.26,0.0
3609,2022-06-02,1002,Pago compra #491,0.0,8224.26
3610,2022-06-03,2001,Pago compra #460,46849.06,0.0
3610,2022-06-03,1002,Pago compra #460,0.0,46849.06
3611,2022-06-03,1002,Cobro venta #845,15936.27,0.0
3611,2022-06-03,1004,Cobro venta #845,0.0,15936.27
3612,2022-06-03,1002,Cobro venta #770,415.06,0.0
3612,2022-06-03,1004,Cobro venta #770,0.0,415.06
3613,2022-06-04,1002,Cobro venta #225,2618.34,0.0
3613,2022-06-04,1004,Cobro venta #225,0.0,2618.34
1197,2022-06-05,1004,Venta #946 - Cliente #70,66249.96,0.0
1197,2022-06-05,4001,Venta #946 - Cliente #70 (incluye IVA),0.0,66249.96
1198,2022-06-05,5001,Costo de Venta #946,10955.88,0.0
1198,2022-06-05,1005,Costo de Venta #946 - Ajuste de inventario,0.0,10955.88
3614,2022-06-05,1002,Cobro venta #983,2331.48,0.0
3614,2022-06-05,1004,Cobro venta #983,0.0,2331.48
1199,2022-06-06,1004,Venta #414 - Cliente #21,3797.83,0.0
1199,2022-06-06,4001,Venta #414 - Cliente #21 (incluye IVA),0.0,3797.83
1200,2022-06-06,5001,Costo de Venta #414,514.76,0.0
1200,2022-06-06,1005,Costo de Venta #414 - Ajuste de inventario,0.0,514.76
1201,2022-06-06,1004,Venta #537 - Cliente #46,15976.49,0.0
1201,2022-06-06,4001,Venta #537 - Cliente #46 (incluye IVA),0.0,15976.49
1202,2022-06-06,5001,Costo de Venta #537,2267.63,0.0
1202,2022-06-06,1005,Costo de Venta #537 - Ajuste de inventario,0.0,2267.63
2397,2022-06-07,1005,Compra #486 - Producto #11,9412.44,0.0
2397,2022-06-07,1006,IVA por Compra #486,1792.84,0.0
2397,2022-06-07,2001,Compra #486 - Producto #11,0.0,11205.28
3615,2022-06-08,1002,Cobro venta #634,12140.92,0.0
3615,2022-06-08,1004,Cobro venta #634,0.0,12140.92
3616,2022-06-08,1002,Inversión,31735.66,0.0
3616,2022-06-08,4005,Inversión,0.0,31735.66
3617,2022-06-08,1002,Cobro venta #642,35643.28,0.0
3617,2022-06-08,1004,Cobro venta #642,0.0,35643.28
1203,2022-06-09,1004,Venta #843 - Cliente #22,155.72,0.0
1203,2022-06-09,4001,Venta #843 - Cliente #22 (incluye IVA),0.0,155.72
1204,2022-06-09,5001,Costo de Venta #843,27.08,0.0
1204,2022-06-09,1005,Costo de Venta #843 - Ajuste de inventario,0.0,27.08
3618,2022-06-09,1002,Cobro venta #608,1044.8,0.0
3618,2022-06-09,1004,Cobro venta #608,0.0,1044.8
3619,2022-06-10,1002,Venta de activo,41652.55,0.0
3619,2022-06-10,4005,Venta de activo,0.0,41652.55
3620,2022-06-10,1002,Cobro venta #946,66249.96,0.0
3620,2022-06-10,1004,Cobro venta #946,0.0,66249.96
2398,2022-06-12,1005,Compra #139 - Producto #2,16576.96,0.0
2398,2022-06-12,1006,IVA por Compra #139,3157.52,0.0
2398,2022-06-12,2001,Compra #139 - Producto #2,0.0,19734.48
2399,2022-06-12,1005,Compra #355 - Producto #34,29505.6,0.0
2399,2022-06-12,1006,IVA por Compra #355,5620.12,0.0
2399,2022-06-12,2001,Compra #355 - Producto #34,0.0,35125.72
2400,2022-06-12,1005,Compra #471 - Producto #34,30100.43,0.0
2400,2022-06-12,1006,IVA por Compra #471,5733.42,0.0
2400,2022-06-12,2001,Compra #471 - Producto #34,0.0,35833.85
3621,2022-06-12,2001,Pago compra #471,35833.85,0.0
3621,2022-06-12,1002,Pago compra #471,0.0,35833.85
3622,2022-06-12,2001,Pago compra #80,9234.39,0.0
3622,2022-06-12,1002,Pago compra #80,0.0,9234.39
1205,2022-06-13,1004,Venta #479 - Cliente #71,15671.04,0.0
1205,2022-06-13,4001,Venta #479 - Cliente #71 (incluye IVA),0.0,15671.04
1206,2022-06-13,5001,Costo de Venta #479,2378.78,0.0
1206,2022-06-13,1005,Costo de Venta #479 - Ajuste de inventario,0.0,2378.78
2401,2022-06-13,1005,Compra #496 - Producto #12,24154.75,0.0
2401,2022-06-13,1006,IVA por Compra #496,4600.9,0.0
2401,2022-06-13,2001,Compra #496 - Producto #12,0.0,28755.65
3623,2022-06-13,2001,Pago compra #496,28755.65,0.0
3623,2022-06-13,1002,Pago compra #496,0.0,28755.65
3624,2022-06-13,2001,Pago compra #139,19734.48,0.0
3624,2022-06-13,1002,Pago compra #139,0.0,19734.48
2402,2022-06-15,1005,Compra #413 - Producto #27,2728.43,0.0
2402,2022-06-15,1006,IVA por Compra #413,519.7,0.0
2402,2022-06-15,2001,Compra #413 - Producto #27,0.0,3248.13
2403,2022-06-15,1005,Compra #412 - Producto #21,8308.53,0.0
2403,2022-06-15,1006,IVA por Compra #412,1582.58,0.0
2403,2022-06-15,2001,Compra #412 - Producto #21,0.0,9891.11
2404,2022-06-15,1005,Compra #92 - Producto #22,9051.84,0.0
2404,2022-06-15,1006,IVA por Compra #92,1724.16,0.0
2404,2022-06-15,2001,Compra #92 - Producto #22,0.0,10776.0
3625,2022-06-15,1002,Cobro venta #707,4093.47,0.0
3625,2022-06-15,1004,Cobro venta #707,0.0,4093.47
1207,2022-06-16,1004,Venta #696 - Cliente #16,4348.35,0.0
1207,2022-06-16,4001,Venta #696 - Cliente #16 (incluye IVA),0.0,4348.35
1208,2022-06-16,5001,Costo de Venta #696,689.13,0.0
1208,2022-06-16,1005,Costo de Venta #696 - Ajuste de inventario,0.0,689.13
3626,2022-06-16,5005,Servicios,25048.79,0.0
3626,2022-06-16,1002,Servicios,0.0,25048.79
3627,2022-06-16,1002,Cobro venta #537,15976.49,0.0
3627,2022-06-16,1004,Cobro venta #537,0.0,15976.49
3628,2022-06-16,1002,Venta de activo,12004.54,0.0
3628,2022-06-16,4005,Venta de activo,0.0,12004.54
3629,2022-06-16,1002,Cobro venta #414,3797.83,0.0
3629,2022-06-16,1004,Cobro venta #414,0.0,3797.83
1209,2022-06-17,1004,Venta #542 - Cliente #42,1068.75,0.0
1209,2022-06-17,4001,Venta #542 - Cliente #42 (incluye IVA),0.0,1068.75
1210,2022-06-17,5001,Costo de Venta #542,199.24,0.0
1210,2022-06-17,1005,Costo de Venta #542 - Ajuste de inventario,0.0,199.24
3630,2022-06-17,2001,Pago compra #219,12194.08,0.0
3630,2022-06-17,1002,Pago compra #219,0.0,12194.08
3631,2022-06-17,5005,Alquiler,29059.31,0.0
3631,2022-06-17,1002,Alquiler,0.0,29059.31
3632,2022-06-18,1002,Cobro venta #696,4348.35,0.0
3632,2022-06-18,1004,Cobro venta #696,0.0,4348.35
3633,2022-06-18,1002,Otros ingresos,5507.24,0.0
3633,2022-06-18,4005,Otros ingresos,0.0,5507.24
3634,2022-06-19,2001,Pago compra #394,20989.77,0.0
3634,2022-06-19,1002,Pago compra #394,0.0,20989.77
1211,2022-06-20,1004,Venta #358 - Cliente #25,518.9,0.0
1211,2022-06-20,4001,Venta #358 - Cliente #25 (incluye IVA),0.0,518.9
1212,2022-06-20,5001,Costo de Venta #358,89.92,0.0
1212,2022-06-20,1005,Costo de Venta #358 - Ajuste de inventario,0.0,89.92
1213,2022-06-20,1004,Venta #806 - Cliente #97,38194.32,0.0
1213,2022-06-20,4001,Venta #806 - Cliente #97 (incluye IVA),0.0,38194.32
1214,2022-06-20,5001,Costo de Venta #806,5939.28,0.0
1214,2022-06-20,1005,Costo de Venta #806 - Ajuste de inventario,0.0,5939.28
3635,2022-06-20,1002,Cobro venta #843,155.72,0.0
3635,2022-06-20,1004,Cobro venta #843,0.0,155.72
3636,2022-06-20,2001,Pago compra #486,11205.28,0.0
3636,2022-06-20,1002,Pago compra #486,0.0,11205.28
1215,2022-06-21,1004,Venta #640 - Cliente #35,15567.2,0.0
1215,2022-06-21,4001,Venta #640 - Cliente #35 (incluye IVA),0.0,15567.2
1216,2022-06-21,5001,Costo de Venta #640,2237.79,0.0
1216,2022-06-21,1005,Costo de Venta #640 - Ajuste de inventario,0.0,2237.79
1217,2022-06-21,1004,Venta #944 - Cliente #22,2183.58,0.0
1217,2022-06-21,4001,Venta #944 - Cliente #22 (incluye IVA),0.0,2183.58
1218,2022-06-21,5001,Costo de Venta #944,303.06,0.0
1218,2022-06-21,1005,Costo de Venta #944 - Ajuste de inventario,0.0,303.06
3637,2022-06-21,2001,Pago compra #355,35125.72,0.0
3637,2022-06-21,1002,Pago compra #355,0.0,35125.72
3638,2022-06-21,1002,Cobro venta #479,15671.04,0.0
3638,2022-06-21,1004,Cobro venta #479,0.0,15671.04
1219,2022-06-22,1004,Venta #664 - Cliente #87,28890.72,0.0
1219,2022-06-22,4001,Venta #664 - Cliente #87 (incluye IVA),0.0,28890.72
1220,2022-06-22,5001,Costo de Venta #664,4596.21,0.0
1220,2022-06-22,1005,Costo de Venta #664 - Ajuste de inventario,0.0,4596.21
3639,2022-06-22,1002,Cobro venta #358,518.9,0.0
3639,2022-06-22,1004,Cobro venta #358,0.0,518.9
1221,2022-06-23,1004,Venta #502 - Cliente #47,1660.24,0.0
1221,2022-06-23,4001,Venta #502 - Cliente #47 (incluye IVA),0.0,1660.24
1222,2022-06-23,5001,Costo de Venta #502,232.18,0.0
1222,2022-06-23,1005,Costo de Venta #502 - Ajuste de inventario,0.0,232.18
2405,2022-06-23,1005,Compra #359 - Producto #45,9240.66,0.0
2405,2022-06-23,1006,IVA por Compra #359,1760.12,0.0
2405,2022-06-23,2001,Compra #359 - Producto #45,0.0,11000.78
3640,2022-06-23,5005,Mantenimiento,19857.99,0.0
3640,2022-06-23,1002,Mantenimiento,0.0,19857.99
1223,2022-06-24,1004,Venta #467 - Cliente #80,733.8,0.0
1223,2022-06-24,4001,Venta #467 - Cliente #80 (incluye IVA),0.0,733.8
1224,2022-06-24,5001,Costo de Venta #467,128.37,0.0
1224,2022-06-24,1005,Costo de Venta #467 - Ajuste de inventario,0.0,128.37
3641,2022-06-24,1002,Cobro venta #502,1660.24,0.0
3641,2022-06-24,1004,Cobro venta #502,0.0,1660.24
3642,2022-06-24,1002,Cobro venta #542,1068.75,0.0
3642,2022-06-24,1004,Cobro venta #542,0.0,1068.75
1225,2022-06-25,1004,Venta #579 - Cliente #77,5790.8,0.0
1225,2022-06-25,4001,Venta #579 - Cliente #77 (incluye IVA),0.0,5790.8
1226,2022-06-25,5001,Costo de Venta #579,747.6,0.0
1226,2022-06-25,1005,Costo de Venta #579 - Ajuste de inventario,0.0,747.6
3643,2022-06-25,2001,Pago compra #92,10776.0,0.0
3643,2022-06-25,1002,Pago compra #92,0.0,10776.0
1227,2022-06-27,1004,Venta #220 - Cliente #25,3409.62,0.0
1227,2022-06-27,4001,Venta #220 - Cliente #25 (incluye IVA),0.0,3409.62
1228,2022-06-27,5001,Costo de Venta #220,575.3,0.0
1228,2022-06-27,1005,Costo de Venta #220 - Ajuste de inventario,0.0,575.3
3644,2022-06-27,1002,Cobro venta #640,15567.2,0.0
3644,2022-06-27,1004,Cobro venta #640,0.0,15567.2
1229,2022-06-28,1004,Venta #658 - Cliente #60,207.56,0.0
1229,2022-06-28,4001,Venta #658 - Cliente #60 (incluye IVA),0.0,207.56
1230,2022-06-28,5001,Costo de Venta #658,35.97,0.0
1230,2022-06-28,1005,Costo de Venta #658 - Ajuste de inventario,0.0,35.97
3645,2022-06-28,1002,Cobro venta #944,2183.58,0.0
3645,2022-06-28,1004,Cobro venta #944,0.0,2183.58
1231,2022-06-29,1004,Venta #236 - Cliente #97,741.04,0.0
1231,2022-06-29,4001,Venta #236 - Cliente #97 (incluye IVA),0.0,741.04
1232,2022-06-29,5001,Costo de Venta #236,100.44,0.0
1232,2022-06-29,1005,Costo de Venta #236 - Ajuste de inventario,0.0,100.44
1233,2022-06-29,1004,Venta #683 - Cliente #51,13698.96,0.0
1233,2022-06-29,4001,Venta #683 - Cliente #51 (incluye IVA),0.0,13698.96
1234,2022-06-29,5001,Costo de Venta #683,2374.02,0.0
1234,2022-06-29,1005,Costo de Venta #683 - Ajuste de inventario,0.0,2374.02
3646,2022-06-29,1002,Cobro venta #220,3409.62,0.0
3646,2022-06-29,1004,Cobro venta #220,0.0,3409.62
2406,2022-06-30,1005,Compra #461 - Producto #24,18691.24,0.0
2406,2022-06-30,1006,IVA por Compra #461,3560.24,0.0
2406,2022-06-30,2001,Compra #461 - Producto #24,0.0,22251.48
3647,2022-06-30,1002,Cobro venta #658,207.56,0.0
3647,2022-06-30,1004,Cobro venta #658,0.0,207.56
3648,2022-06-30,1002,Cobro venta #806,38194.32,0.0
3648,2022-06-30,1004,Cobro venta #806,0.0,38194.32
3649,2022-06-30,2001,Pago compra #413,3248.13,0.0
3649,2022-06-30,1002,Pago compra #413,0.0,3248.13
1235,2022-07-01,1004,Venta #666 - Cliente #30,518.9,0.0
1235,2022-07-01,4001,Venta #666 - Cliente #30 (incluye IVA),0.0,518.9
1236,2022-07-01,5001,Costo de Venta #666,89.92,0.0
1236,2022-07-01,1005,Costo de Venta #666 - Ajuste de inventario,0.0,89.92
2061,2022-07-01,5005,Gastos administrativos del mes,36029.35,0.0
2061,2022-07-01,1002,Pago de gastos administrativos del mes,0.0,36029.35
2062,2022-07-01,5006,Gastos de venta del mes,54044.02,0.0
2062,2022-07-01,1002,Pago de gastos de venta del mes,0.0,54044.02
3650,2022-07-02,1002,Cobro venta #664,28890.72,0.0
3650,2022-07-02,1004,Cobro venta #664,0.0,28890.72
3651,2022-07-03,1002,Cobro venta #579,5790.8,0.0
3651,2022-07-03,1004,Cobro venta #579,0.0,5790.8
2407,2022-07-04,1005,Compra #162 - Producto #23,16058.57,0.0
2407,2022-07-04,1006,IVA por Compra #162,3058.77,0.0
2407,2022-07-04,2001,Compra #162 - Producto #23,0.0,19117.34
3652,2022-07-04,5005,Seguros,9278.34,0.0
3652,2022-07-04,1002,Seguros,0.0,9278.34
3653,2022-07-06,1002,Cobro venta #467,733.8,0.0
3653,2022-07-06,1004,Cobro venta #467,0.0,733.8
2408,2022-07-07,1005,Compra #397 - Producto #30,7694.01,0.0
2408,2022-07-07,1006,IVA por Compra #397,1465.52,0.0
2408,2022-07-07,2001,Compra #397 - Producto #30,0.0,9159.53
2409,2022-07-07,1005,Compra #306 - Producto #27,4118.7,0.0
2409,2022-07-07,1006,IVA por Compra #306,784.52,0.0
2409,2022-07-07,2001,Compra #306 - Producto #27,0.0,4903.22
2410,2022-07-08,1005,Compra #247 - Producto #19,4659.77,0.0
2410,2022-07-08,1006,IVA por Compra #247,887.57,0.0
2410,2022-07-08,2001,Compra #247 - Producto #19,0.0,5547.34
1237,2022-07-09,1004,Venta #122 - Cliente #13,46446.96,0.0
1237,2022-07-09,4001,Venta #122 - Cliente #13 (incluye IVA),0.0,46446.96
1238,2022-07-09,5001,Costo de Venta #122,7802.24,0.0
1238,2022-07-09,1005,Costo de Venta #122 - Ajuste de inventario,0.0,7802.24
2411,2022-07-09,1005,Compra #377 - Producto #38,8725.45,0.0
2411,2022-07-09,1006,IVA por Compra #377,1661.99,0.0
2411,2022-07-09,2001,Compra #377 - Producto #38,0.0,10387.44
3654,2022-07-09,2001,Pago compra #359,11000.78,0.0
3654,2022-07-09,1002,Pago compra #359,0.0,11000.78
3655,2022-07-09,2001,Pago compra #397,9159.53,0.0
3655,2022-07-09,1002,Pago compra #397,0.0,9159.53
1239,2022-07-10,1004,Venta #89 - Cliente #85,364.66,0.0
1239,2022-07-10,4001,Venta #89 - Cliente #85 (incluye IVA),0.0,364.66
1240,2022-07-10,5001,Costo de Venta #89,52.0,0.0
1240,2022-07-10,1005,Costo de Venta #89 - Ajuste de inventario,0.0,52.0
3656,2022-07-10,1002,Cobro venta #89,364.66,0.0
3656,2022-07-10,1004,Cobro venta #89,0.0,364.66
3657,2022-07-10,1002,Cobro venta #666,518.9,0.0
3657,2022-07-10,1004,Cobro venta #666,0.0,518.9
3658,2022-07-10,1002,Cobro venta #683,13698.96,0.0
3658,2022-07-10,1004,Cobro venta #683,0.0,13698.96
3659,2022-07-10,5005,Mantenimiento,29555.41,0.0
3659,2022-07-10,1002,Mantenimiento,0.0,29555.41
1241,2022-07-11,1004,Venta #430 - Cliente #66,11481.03,0.0
1241,2022-07-11,4001,Venta #430 - Cliente #66 (incluye IVA),0.0,11481.03
1242,2022-07-11,5001,Costo de Venta #430,1953.38,0.0
1242,2022-07-11,1005,Costo de Venta #430 - Ajuste de inventario,0.0,1953.38
3660,2022-07-12,2001,Pago compra #412,9891.11,0.0
3660,2022-07-12,1002,Pago compra #412,0.0,9891.11
3661,2022-07-12,2001,Pago compra #461,22251.48,0.0
3661,2022-07-12,1002,Pago compra #461,0.0,22251.48
1243,2022-07-13,1004,Venta #933 - Cliente #58,7209.09,0.0
1243,2022-07-13,4001,Venta #933 - Cliente #58 (incluye IVA),0.0,7209.09
1244,2022-07-13,5001,Costo de Venta #933,1105.84,0.0
1244,2022-07-13,1005,Costo de Venta #933 - Ajuste de inventario,0.0,1105.84
2412,2022-07-13,1005,Compra #273 - Producto #47,18049.34,0.0
2412,2022-07-13,1006,IVA por Compra #273,3437.97,0.0
2412,2022-07-13,2001,Compra #273 - Producto #47,0.0,21487.31
3662,2022-07-13,1002,Cobro venta #122,46446.96,0.0
3662,2022-07-13,1004,Cobro venta #122,0.0,46446.96
3663,2022-07-13,1002,Cobro venta #236,741.04,0.0
3663,2022-07-13,1004,Cobro venta #236,0.0,741.04
1245,2022-07-14,1004,Venta #611 - Cliente #88,17455.6,0.0
1245,2022-07-14,4001,Venta #611 - Cliente #88 (incluye IVA),0.0,17455.6
1246,2022-07-14,5001,Costo de Venta #611,2669.55,0.0
1246,2022-07-14,1005,Costo de Venta #611 - Ajuste de inventario,0.0,2669.55
2413,2022-07-14,1005,Compra #44 - Producto #33,63511.27,0.0
2413,2022-07-14,1006,IVA por Compra #44,12097.38,0.0
2413,2022-07-14,2001,Compra #44 - Producto #33,0.0,75608.65
2414,2022-07-15,1005,Compra #170 - Producto #43,2761.32,0.0
2414,2022-07-15,1006,IVA por Compra #170,525.96,0.0
2414,2022-07-15,2001,Compra #170 - Producto #43,0.0,3287.28
3664,2022-07-15,1002,Cobro venta #430,11481.03,0.0
3664,2022-07-15,1004,Cobro venta #430,0.0,11481.03
1247,2022-07-18,1004,Venta #746 - Cliente #8,1764.26,0.0
1247,2022-07-18,4001,Venta #746 - Cliente #8 (incluye IVA),0.0,1764.26
1248,2022-07-18,5001,Costo de Venta #746,305.74,0.0
1248,2022-07-18,1005,Costo de Venta #746 - Ajuste de inventario,0.0,305.74
1249,2022-07-18,1004,Venta #609 - Cliente #48,22110.0,0.0
1249,2022-07-18,4001,Venta #609 - Cliente #48 (incluye IVA),0.0,22110.0
1250,2022-07-18,5001,Costo de Venta #609,3494.04,0.0
1250,2022-07-18,1005,Costo de Venta #609 - Ajuste de inventario,0.0,3494.04
1251,2022-07-18,1004,Venta #515 - Cliente #26,5746.4,0.0
1251,2022-07-18,4001,Venta #515 - Cliente #26 (incluye IVA),0.0,5746.4
1252,2022-07-18,5001,Costo de Venta #515,1019.37,0.0
1252,2022-07-18,1005,Costo de Venta #515 - Ajuste de inventario,0.0,1019.37
1253,2022-07-18,1004,Venta #903 - Cliente #93,2807.2,0.0
1253,2022-07-18,4001,Venta #903 - Cliente #93 (incluye IVA),0.0,2807.2
1254,2022-07-18,5001,Costo de Venta #903,403.54,0.0
1254,2022-07-18,1005,Costo de Venta #903 - Ajuste de inventario,0.0,403.54
